Date,cost-per-transaction,fees-usd-per-transaction,hash-rate,mvrv,n-payments-per-block,n-transactions-per-block,n-unique-addresses,nvt,nvts,trade-volume
2022-04-05,157.0463386277196,1.8391756733464901,199831771.35150862,1.8821431129923523,4707.758620689655,1885.7241379310344,692888.0,5.505551130653002,5.1079321258571335,222101255.5622
2022-04-06,156.35711678950182,1.6766255469930684,199830199.98326868,1.8736180939793776,4408.133333333333,1824.2666666666667,666088.0,3.697641091336791,5.07541013896963,183110273.2288
2022-04-07,142.38666031678375,1.619750285926272,203962954.34872323,1.7827853662317739,4879.195652173913,1952.2028985507247,677721.0,2.4373281812871577,4.756238961255887,414304824.9626
2022-04-08,138.1357984489892,1.848683550572216,204228810.45834318,1.7715399972259362,5180.0,1991.0820895522388,685851.0,3.5323522494285684,4.70164187818316,172917581.4016
2022-04-09,175.86786093834667,1.4861614570277468,202807735.23646602,1.7531805476727562,3972.4379084967322,1521.516339869281,597681.0,3.8886117583093696,4.634548113414667,210672152.9154
2022-04-10,174.21757430615224,1.350215697290237,206461928.6641501,1.7376911409401397,3888.864285714286,1546.0428571428572,551596.0,5.206644860635618,4.5651917923360275,68207000.8752
2022-04-11,129.42218744473814,1.5586888460444703,206664939.41013256,1.725966714874643,5072.153284671533,2019.14598540146,684991.0,5.118071055838861,4.529196018741057,107486751.4035
2022-04-12,138.46214056695712,1.5358329961388941,202401713.74450114,1.6698910133961737,4475.732026143791,1822.4771241830065,683425.0,4.018128933346282,4.386204812352255,309663439.8608
2022-04-13,129.74150584473915,1.7391232106433365,204025799.7123607,1.6305796327601563,4850.121428571429,1978.3428571428572,682050.0,3.5264429977972234,4.321059409522941,239384869.614
2022-04-14,134.08913061833124,1.691605922679776,201995692.25253624,1.6634153753392718,4874.992753623188,1924.1811594202898,673582.0,3.786277464635718,4.3806831834561635,225976504.4274
2022-04-15,157.2997178069217,1.3993108889802168,201764820.1005291,1.6550655028381553,4273.569620253164,1612.8544303797469,666824.0,3.4809047998037626,4.3529205546760865,168764849.25300002
2022-04-16,151.17148683894553,1.1515377817213797,206231769.11502868,1.6433535531779402,4566.94776119403,1682.7313432835822,600335.0,4.39147992965106,4.29850524520075,112772413.352
2022-04-17,201.67903587777695,1.0392541153471329,202030821.9594849,1.6445171066230968,3421.612121212121,1256.509090909091,557466.0,5.303941284949811,4.3190159281467,53175059.972399995
2022-04-18,136.1684932892068,1.3716838455133618,206682824.9970331,1.6402337155963207,4632.768656716418,1838.9626865671642,631282.0,5.234204209751398,4.2754362102382055,73215603.2505
2022-04-19,117.91261666183496,1.4095780862242417,205730049.77720848,1.6403561579312227,5592.798387096775,2202.967741935484,697163.0,3.933325553219109,4.316090162562304,287373058.92840004
2022-04-20,146.42466043050865,1.2921434664159142,199524647.62317434,1.678141498307256,4418.03125,1785.34375,703937.0,3.8783568720732564,4.408892973461157,157094338.602
2022-04-21,157.5669224472458,1.60831180509694,203174423.16147733,1.6877593091881025,4226.721893491124,1671.2307692307693,710624.0,4.569071256214471,4.4555880518622875,170464944.73680001
2022-04-22,131.69004921356634,1.6823527898654593,209265101.84239367,1.6786144981018172,5013.555555555556,1932.8148148148148,671463.0,3.787073497205355,4.407647012775929,275663401.1415
2022-04-23,173.402484036043,1.3856795303097564,204654855.34586588,1.6341158925853894,3850.0736196319017,1441.5828220858896,613940.0,3.399360515863424,4.285867843598599,224581597.2795
2022-04-24,192.06343365732326,1.2001673646150943,210467774.84148788,1.6135369320285178,3449.0467836257308,1298.1988304093568,581643.0,3.6156718469684925,4.227799329739683,70432434.8531
2022-04-25,145.23233824155415,1.809251537210822,211670447.8405821,1.5980701035904312,4175.111111111111,1712.4506172839506,680074.0,3.824035974969556,4.188515672435983,92532159.3891
2022-04-26,128.94119898696437,1.6328768516556291,217282921.83635512,1.617142458820126,4881.0142857142855,1952.1214285714286,689345.0,2.607855210953689,4.229056322009035,331208745.177
2022-04-27,147.7170002097679,1.5102990682936583,220490049.8339397,1.6100503071328178,4131.264705882353,1688.8529411764705,697020.0,2.558275101821991,4.09002542670847,341949327.6582
2022-04-28,120.15068543140863,1.620828302252951,223151676.63397506,1.5962330877982505,5239.977272727273,2089.128787878788,697124.0,2.7143558060848685,4.10382995661808,241767322.45119998
2022-04-29,129.98997856922134,1.8557312610628949,217205475.8142039,1.6117971465538878,4916.326666666667,1910.42,729033.0,2.8172629268967286,4.122604904073635,244512171.426
2022-04-30,141.1092914472632,1.5410079391795526,221882934.07857937,1.5784154089921878,4627.48,1744.2,684282.0,2.9427430114401716,4.0744008933366365,194624829.6024
2022-05-01,174.37287401826785,1.280824478187918,220947918.34718183,1.5634368814078312,3747.9221556886228,1391.1497005988024,625556.0,4.4328999673289085,3.951470552937181,85985016.1128
2022-05-02,143.67424145950432,1.5122747547905284,222006266.7013115,1.557341850360693,4227.8375,1701.2875,687096.0,4.498771926157601,3.9705033260774742,137414022.55560002
2022-05-03,130.48478428982986,1.3309162924375741,223387536.5193627,1.5777108038470566,4601.666666666667,1852.6333333333334,692327.0,3.5533451141179655,3.9771028413052494,201444973.9785
2022-05-04,153.93843868204146,2.115486385073051,227062767.284493,1.5642221595187922,4242.732876712329,1596.1986301369864,615048.0,2.695467038942726,3.9140334373524177,172136340.7254
2022-05-05,122.37507199380303,2.7221965351803497,223221125.2327673,1.6045352114156815,4892.6815286624205,2011.2038216560509,778504.0,2.5074458155260655,3.9625005734007748,266960829.0919
2022-05-06,113.21032290231929,2.1141026883427116,228510725.35676652,1.5609801615645407,5177.394366197183,2020.3309859154929,723743.0,2.307351866408202,3.8274920951320732,425676217.356
2022-05-07,140.7585268731095,2.135389199508109,226818053.31708676,1.4908055981320878,4333.034965034965,1619.7412587412587,609656.0,1.9817537710080857,3.561747966184467,266451045.5822
2022-05-08,145.25728348743147,1.8112707666666332,225336965.28236696,1.4555600864971048,3923.1612903225805,1508.9806451612903,597305.0,3.4679037604249205,3.495226891117632,117427071.76739998
2022-05-09,115.4913821722936,2.2902910535469765,222797957.2228473,1.4236104847365834,4549.070967741935,1803.2967741935483,705421.0,3.992092010683779,3.29554754220122,282204788.6652
2022-05-10,108.93855360185992,1.9566990462466696,221740037.19804746,1.3168707341382104,4705.83660130719,1827.8300653594772,714602.0,2.611620136217831,3.1645530398365103,754487501.7293999
