Date,datetime,open,high,low,close,volume,name
9149,2024-03-20 17:00:00,63106.06,64759.67,62849.97,64109.9,5194.7,BTC
9150,2024-03-20 18:00:00,64109.9,65467.91,63958.09,65405.4,5450.64,BTC
9151,2024-03-20 19:00:00,65405.4,66025.69,65122.06,65792.13,4987.62,BTC
9152,2024-03-20 20:00:00,65792.13,67823.99,65682.59,67087.5,5755.22,BTC
9153,2024-03-20 21:00:00,67087.5,67935.02,66949.48,67707.02,2690.52,BTC
9154,2024-03-20 22:00:00,67707.02,68139.33,67372.97,67701.39,2764.39,BTC
9155,2024-03-20 23:00:00,67701.39,68069.66,67456.61,67857.3,2235.04,BTC
9156,2024-03-21 00:00:00,67857.3,68229.38,67458.73,67670.21,2240.54,BTC
9157,2024-03-21 01:00:00,67670.21,67958.91,67668.07,67811.43,1110.22,BTC
9158,2024-03-21 02:00:00,67811.43,67946.32,67521.36,67547.16,1232.53,BTC
9159,2024-03-21 03:00:00,67547.16,67745.85,66370.62,66666.86,1949.01,BTC
9160,2024-03-21 04:00:00,66666.86,66954.12,66501.84,66733.33,1096.6,BTC
9161,2024-03-21 05:00:00,66733.33,67088.92,66099.52,67028.91,1535.27,BTC
9162,2024-03-21 06:00:00,67028.91,67342.47,66933.79,67001.38,980.2,BTC
9163,2024-03-21 07:00:00,67001.38,67332.83,66947.09,67007.04,702.1,BTC
9164,2024-03-21 08:00:00,67007.04,67661.32,66998.8,67302.19,1362.07,BTC
9165,2024-03-21 09:00:00,67302.19,67346.5,66663.17,66835.52,1082.21,BTC
9166,2024-03-21 10:00:00,66835.52,67018.29,66676.55,66973.55,992.05,BTC
9167,2024-03-21 11:00:00,66973.55,67213.23,66748.88,67047.78,932.45,BTC
9168,2024-03-21 12:00:00,67047.78,67458.1,67014.75,67252.7,1031.08,BTC
9169,2024-03-21 13:00:00,67252.7,67693.63,66620.9,66738.34,2636.63,BTC
9170,2024-03-21 14:00:00,66738.34,67399.64,66521.15,66875.7,1851.06,BTC
9171,2024-03-21 15:00:00,66875.7,66981.26,66053.35,66552.11,2580.4,BTC
9172,2024-03-21 16:00:00,66552.11,66795.67,66180.76,66778.25,1575.98,BTC
9173,2024-03-21 17:00:00,66778.25,66981.87,65655.72,65711.32,1973.37,BTC
9174,2024-03-21 18:00:00,65711.32,65839.75,64856.63,65128.66,2926.74,BTC
9175,2024-03-21 19:00:00,65128.66,65581.13,64979.83,65243.06,3746.82,BTC
9176,2024-03-21 20:00:00,65243.06,65911.3,64548.09,65471.67,2633.44,BTC
9177,2024-03-21 21:00:00,65471.67,65718.83,65128.46,65641.7,791.37,BTC
9178,2024-03-21 22:00:00,65641.7,65852.08,65356.57,65391.08,793.89,BTC
9179,2024-03-21 23:00:00,65391.08,65616.28,65273.5,65493.22,478.71,BTC
9180,2024-03-22 00:00:00,65493.22,65965.65,65359.99,65793.66,925.44,BTC
9181,2024-03-22 01:00:00,65793.66,65916.53,65213.34,65242.17,819.32,BTC
9182,2024-03-22 02:00:00,65242.17,65708.39,65144.46,65635.06,928.64,BTC
9183,2024-03-22 03:00:00,65635.06,66148.88,65586.01,65972.93,951.54,BTC
9184,2024-03-22 04:00:00,65972.93,66284.28,65766.0,66152.67,778.96,BTC
9185,2024-03-22 05:00:00,66152.67,66441.65,65956.11,66430.74,671.84,BTC
9186,2024-03-22 06:00:00,66430.74,66643.64,66317.32,66447.53,878.81,BTC
9187,2024-03-22 07:00:00,66447.53,66453.18,66136.2,66183.17,957.77,BTC
9188,2024-03-22 08:00:00,66183.17,66362.98,65819.09,65853.59,737.38,BTC
9189,2024-03-22 09:00:00,65853.59,66065.07,65362.28,65489.43,1038.3,BTC
9190,2024-03-22 10:00:00,65489.43,65610.09,64552.2,64671.67,1274.67,BTC
9191,2024-03-22 11:00:00,64671.67,64961.25,64080.83,64239.49,1573.21,BTC
9192,2024-03-22 12:00:00,64239.49,64670.25,63944.92,64260.32,1849.41,BTC
9193,2024-03-22 13:00:00,64260.32,64421.2,62821.65,63045.84,4456.85,BTC
9194,2024-03-22 14:00:00,63045.84,63462.42,62602.28,62720.87,3197.49,BTC
9195,2024-03-22 15:00:00,62720.87,64314.17,62626.49,63867.22,3276.38,BTC
9196,2024-03-22 16:00:00,63867.22,63874.14,62759.99,63275.72,2294.24,BTC
9197,2024-03-22 17:00:00,63275.72,63746.97,63267.41,63579.78,1772.39,BTC
9198,2024-03-22 18:00:00,63579.78,63972.27,63451.97,63748.57,1370.69,BTC
9199,2024-03-22 19:00:00,63748.57,64137.93,63455.99,63884.05,1712.57,BTC
9200,2024-03-22 20:00:00,63884.05,63986.48,63371.3,63506.5,1453.41,BTC
9201,2024-03-22 21:00:00,63506.5,63524.77,62321.3,62977.41,2076.07,BTC
9202,2024-03-22 22:00:00,62977.41,63246.83,62579.02,63044.01,1231.09,BTC
9203,2024-03-22 23:00:00,63044.01,63831.17,63006.81,63816.99,1116.9,BTC
9204,2024-03-23 00:00:00,63816.99,63822.15,63556.58,63588.32,850.36,BTC
9205,2024-03-23 01:00:00,63588.32,64330.31,63572.0,64119.89,965.05,BTC
9206,2024-03-23 02:00:00,64119.89,64367.87,63755.52,63868.78,1058.17,BTC
9207,2024-03-23 03:00:00,63868.78,63878.46,63025.99,63570.67,1025.61,BTC
9208,2024-03-23 04:00:00,63570.67,64078.0,63536.26,63889.27,675.66,BTC
9209,2024-03-23 05:00:00,63889.27,64136.59,63737.53,64080.73,681.71,BTC
9210,2024-03-23 06:00:00,64080.73,64293.77,63996.85,64175.6,425.12,BTC
9211,2024-03-23 07:00:00,64175.6,64865.03,64169.43,64580.72,1172.19,BTC
9212,2024-03-23 08:00:00,64580.72,64837.92,64250.53,64526.37,634.95,BTC
9213,2024-03-23 09:00:00,64526.37,64580.27,64195.73,64483.92,461.83,BTC
9214,2024-03-23 10:00:00,64483.92,64711.8,64219.04,64330.19,671.26,BTC
9215,2024-03-23 11:00:00,64330.19,64638.37,64245.43,64637.33,571.1,BTC
9216,2024-03-23 12:00:00,64637.33,64925.68,64559.02,64716.11,796.5,BTC
9217,2024-03-23 13:00:00,64716.11,64730.0,64295.47,64604.26,876.71,BTC
9218,2024-03-23 14:00:00,64604.26,65400.89,64414.37,65268.58,1520.37,BTC
9219,2024-03-23 15:00:00,65268.58,65341.25,64765.54,65109.87,688.91,BTC
9220,2024-03-23 16:00:00,65109.87,65805.29,64914.71,65677.65,1272.21,BTC
9221,2024-03-23 17:00:00,65677.65,66005.71,65489.52,65662.43,1005.72,BTC
9222,2024-03-23 18:00:00,65662.43,65674.42,65323.83,65391.41,700.09,BTC
9223,2024-03-23 19:00:00,65391.41,65482.27,64810.48,64881.6,1070.54,BTC
9224,2024-03-23 20:00:00,64881.6,65105.08,64683.52,65013.22,550.2,BTC
9225,2024-03-23 21:00:00,65013.22,65170.46,64794.49,64946.67,310.55,BTC
9226,2024-03-23 22:00:00,64946.67,65051.81,64753.01,64753.01,342.31,BTC
9227,2024-03-23 23:00:00,64753.01,64809.61,63931.96,64004.42,1033.35,BTC
9228,2024-03-24 00:00:00,64004.42,64580.12,63971.94,64539.16,576.75,BTC
9229,2024-03-24 01:00:00,64539.16,64716.83,64394.59,64494.47,340.3,BTC
9230,2024-03-24 02:00:00,64494.47,64547.1,64198.72,64290.42,390.45,BTC
9231,2024-03-24 03:00:00,64290.42,64292.16,63951.19,63986.25,665.57,BTC
9232,2024-03-24 04:00:00,63986.25,64256.1,63802.82,64226.46,882.32,BTC
9233,2024-03-24 05:00:00,64226.46,64382.69,64124.7,64315.67,438.41,BTC
9234,2024-03-24 06:00:00,64315.67,64417.45,64114.03,64234.07,339.61,BTC
9235,2024-03-24 07:00:00,64234.07,64588.86,64052.89,64587.23,506.65,BTC
9236,2024-03-24 08:00:00,64587.23,65249.89,64498.48,65240.76,765.37,BTC
9237,2024-03-24 09:00:00,65240.76,65248.41,64812.99,64888.3,787.63,BTC
9238,2024-03-24 10:00:00,64888.3,65361.36,64885.56,65111.65,558.79,BTC
9239,2024-03-24 11:00:00,65111.65,65336.09,64981.9,65330.61,413.16,BTC
9240,2024-03-24 12:00:00,65330.61,65780.85,65211.21,65662.07,952.62,BTC
9241,2024-03-24 13:00:00,65662.07,65814.54,65289.64,65364.28,732.79,BTC
9242,2024-03-24 14:00:00,65364.28,65906.4,65326.01,65644.09,701.6,BTC
9243,2024-03-24 15:00:00,65644.09,65742.32,65441.58,65674.21,592.8,BTC
9244,2024-03-24 16:00:00,65674.21,65827.81,65200.42,65236.66,701.16,BTC
9245,2024-03-24 17:00:00,65236.66,65527.58,64642.09,65344.32,1392.83,BTC
9246,2024-03-24 18:00:00,65344.32,66010.52,65336.77,65817.29,991.96,BTC
9247,2024-03-24 19:00:00,65817.29,66006.14,65669.81,65844.4,857.54,BTC
9248,2024-03-24 20:00:00,65844.4,66441.68,65744.1,66156.37,1072.99,BTC
9249,2024-03-24 21:00:00,66156.37,66636.16,66156.37,66529.56,907.41,BTC
9250,2024-03-24 22:00:00,66529.56,67008.1,66478.02,66956.41,1883.54,BTC
9251,2024-03-24 23:00:00,66956.41,67623.78,66936.81,67208.33,1668.62,BTC
9252,2024-03-25 00:00:00,67208.33,67316.6,66509.23,66582.66,1129.83,BTC
9253,2024-03-25 01:00:00,66582.66,66994.3,66447.59,66558.37,795.55,BTC
9254,2024-03-25 02:00:00,66558.37,66810.07,66400.46,66707.09,731.33,BTC
9255,2024-03-25 03:00:00,66707.09,67354.31,66598.37,67349.91,1097.23,BTC
9256,2024-03-25 04:00:00,67349.91,67553.25,67064.39,67521.09,1237.12,BTC
9257,2024-03-25 05:00:00,67521.09,67742.0,67339.44,67393.0,934.16,BTC
9258,2024-03-25 06:00:00,67393.0,67421.71,66970.64,67179.44,804.97,BTC
9259,2024-03-25 07:00:00,67179.44,67297.12,66769.48,66851.78,718.06,BTC
9260,2024-03-25 08:00:00,66851.78,67228.85,66821.12,66944.81,862.82,BTC
9261,2024-03-25 09:00:00,66944.81,67127.15,66791.52,67095.64,627.16,BTC
9262,2024-03-25 10:00:00,67095.64,67368.19,66889.29,67035.09,705.53,BTC
9263,2024-03-25 11:00:00,67035.09,67044.26,66802.81,66833.67,860.46,BTC
9264,2024-03-25 12:00:00,66833.67,67297.82,66808.82,67104.18,933.42,BTC
9265,2024-03-25 13:00:00,67104.18,68053.38,66881.13,68030.75,2918.13,BTC
9266,2024-03-25 14:00:00,68030.75,69465.21,67720.18,69401.68,7189.72,BTC
9267,2024-03-25 15:00:00,69401.68,70041.29,69159.15,69811.9,4795.95,BTC
9268,2024-03-25 16:00:00,69811.9,70263.29,69471.38,70182.82,3459.33,BTC
9269,2024-03-25 17:00:00,70182.82,70833.4,70163.26,70570.9,3606.81,BTC
9270,2024-03-25 18:00:00,70570.9,70937.9,70391.57,70887.09,2730.03,BTC
9271,2024-03-25 19:00:00,70887.09,71074.3,70563.4,71027.86,3123.47,BTC
9272,2024-03-25 20:00:00,71027.86,71202.65,70719.29,70954.09,2028.52,BTC
9273,2024-03-25 21:00:00,70954.09,70974.65,69591.52,69869.53,2052.76,BTC
9274,2024-03-25 22:00:00,69869.53,70686.42,69861.59,70317.94,1452.46,BTC
9275,2024-03-25 23:00:00,70317.94,70482.41,69750.89,69892.26,1305.8,BTC
9276,2024-03-26 00:00:00,69892.26,70216.64,69745.03,69896.55,1022.18,BTC
9277,2024-03-26 01:00:00,69896.55,70313.69,69810.38,70290.54,879.44,BTC
9278,2024-03-26 02:00:00,70290.54,70549.97,70059.63,70521.63,788.11,BTC
9279,2024-03-26 03:00:00,70521.63,70616.23,70308.43,70439.32,668.89,BTC
9280,2024-03-26 04:00:00,70439.32,70671.02,70424.18,70619.64,544.24,BTC
9281,2024-03-26 05:00:00,70619.64,70633.2,70301.58,70325.21,704.51,BTC
9282,2024-03-26 06:00:00,70325.21,70635.34,70298.55,70627.5,480.21,BTC
9283,2024-03-26 07:00:00,70627.5,71558.85,70450.36,70505.58,2787.17,BTC
9284,2024-03-26 08:00:00,70505.58,70833.57,70307.68,70708.45,1157.73,BTC
9285,2024-03-26 09:00:00,70708.45,71291.56,70651.87,71164.92,1396.83,BTC
9286,2024-03-26 10:00:00,71164.92,71213.53,70887.65,70903.07,781.41,BTC
9287,2024-03-26 11:00:00,70903.07,70919.01,70603.11,70699.65,790.6,BTC
9288,2024-03-26 12:00:00,70699.65,71118.3,70543.32,71113.61,1131.7,BTC
9289,2024-03-26 13:00:00,71113.61,71143.84,70106.22,70402.66,2199.53,BTC
9290,2024-03-26 14:00:00,70402.66,70693.11,69294.69,70321.85,4329.0,BTC
9291,2024-03-26 15:00:00,70321.85,70344.73,69713.76,70270.72,1675.13,BTC
9292,2024-03-26 16:00:00,70270.72,70514.54,69442.51,69758.08,1848.1,BTC
9293,2024-03-26 17:00:00,69758.08,70211.85,69543.59,70078.5,1583.39,BTC
9294,2024-03-26 18:00:00,70078.5,70446.84,69962.1,69970.63,1488.42,BTC
9295,2024-03-26 19:00:00,69970.63,70088.69,69420.15,69452.42,3467.34,BTC
9296,2024-03-26 20:00:00,69452.42,69867.41,69377.2,69820.48,1150.05,BTC
9297,2024-03-26 21:00:00,69820.48,70216.85,69732.41,70014.51,700.45,BTC
9298,2024-03-26 22:00:00,70014.51,70260.04,69666.78,70240.35,777.82,BTC
9299,2024-03-26 23:00:00,70240.35,70307.21,69943.94,69990.22,638.09,BTC
9300,2024-03-27 00:00:00,69990.22,70688.81,69835.98,70613.31,1251.69,BTC
9301,2024-03-27 01:00:00,70613.31,70730.84,70186.42,70326.78,1068.69,BTC
9302,2024-03-27 02:00:00,70326.78,70583.85,70194.81,70576.22,715.89,BTC
9303,2024-03-27 03:00:00,70576.22,70670.86,70322.79,70388.68,673.34,BTC
9304,2024-03-27 04:00:00,70388.68,70489.36,70047.72,70192.72,695.44,BTC
9305,2024-03-27 05:00:00,70192.72,70502.84,70155.65,70463.32,633.67,BTC
9306,2024-03-27 06:00:00,70463.32,70563.45,70162.16,70303.05,477.49,BTC
9307,2024-03-27 07:00:00,70303.05,70323.37,69659.52,69725.55,1019.38,BTC
9308,2024-03-27 08:00:00,69725.55,70002.09,69516.88,69548.74,873.51,BTC
9309,2024-03-27 09:00:00,69548.74,70090.95,69429.77,70045.21,1094.84,BTC
9310,2024-03-27 10:00:00,70045.21,70188.0,69910.06,70118.34,511.97,BTC
9311,2024-03-27 11:00:00,70118.34,70353.66,70035.33,70221.18,594.26,BTC
9312,2024-03-27 12:00:00,70221.18,70356.75,69995.46,70193.89,811.36,BTC
9313,2024-03-27 13:00:00,70193.89,71762.06,69681.53,69888.55,6356.66,BTC
9314,2024-03-27 14:00:00,69888.55,70176.23,68510.02,70013.72,8372.48,BTC
9315,2024-03-27 15:00:00,70013.72,70046.12,68852.23,68853.16,2934.26,BTC
9316,2024-03-27 16:00:00,68853.16,69288.27,68407.53,69229.5,3250.25,BTC
9317,2024-03-27 17:00:00,69229.5,69410.6,68595.88,68664.18,1540.5,BTC
9318,2024-03-27 18:00:00,68664.18,68882.09,68384.71,68449.03,1790.46,BTC
9319,2024-03-27 19:00:00,68449.03,68888.79,68430.44,68607.02,1824.46,BTC
9320,2024-03-27 20:00:00,68607.02,69120.02,68586.43,68858.04,1538.7,BTC
9321,2024-03-27 21:00:00,68858.04,69207.97,68853.05,68916.36,702.15,BTC
9322,2024-03-27 22:00:00,68916.36,69417.64,68895.42,69410.93,950.22,BTC
9323,2024-03-27 23:00:00,69410.93,69578.61,69061.15,69434.46,769.06,BTC
9324,2024-03-28 00:00:00,69434.46,69939.19,69355.52,69643.47,1161.06,BTC
9325,2024-03-28 01:00:00,69643.47,69696.64,69270.94,69412.32,548.7,BTC
9326,2024-03-28 02:00:00,69412.32,69539.74,68864.89,69102.06,1040.13,BTC
9327,2024-03-28 03:00:00,69102.06,69329.58,69036.9,69258.48,495.07,BTC
9328,2024-03-28 04:00:00,69258.48,69716.74,69246.31,69691.69,623.63,BTC
9329,2024-03-28 05:00:00,69691.69,69880.56,69589.41,69694.87,575.61,BTC
9330,2024-03-28 06:00:00,69694.87,70371.86,69638.53,70335.62,1174.99,BTC
9331,2024-03-28 07:00:00,70335.62,70436.79,70188.31,70386.89,841.43,BTC
9332,2024-03-28 08:00:00,70386.89,70836.98,70296.37,70557.05,1531.1,BTC
9333,2024-03-28 09:00:00,70557.05,70897.56,70514.91,70547.83,1023.19,BTC
9334,2024-03-28 10:00:00,70547.83,70799.71,70316.73,70770.41,867.28,BTC
9335,2024-03-28 11:00:00,70770.41,70915.33,70497.3,70608.39,852.91,BTC
9336,2024-03-28 12:00:00,70608.39,70807.68,70314.77,70795.04,1152.41,BTC
9337,2024-03-28 13:00:00,70795.04,71311.34,70384.26,70868.74,2561.34,BTC
9338,2024-03-28 14:00:00,70868.74,71593.93,70688.54,71565.76,3565.37,BTC
9339,2024-03-28 15:00:00,71565.76,71581.28,71014.42,71309.32,3677.95,BTC
9340,2024-03-28 16:00:00,71309.32,71340.19,70541.92,70693.98,2097.79,BTC
9341,2024-03-28 17:00:00,70693.98,70835.86,70482.18,70794.17,1023.18,BTC
9342,2024-03-28 18:00:00,70794.17,70989.45,70406.46,70548.07,1266.35,BTC
9343,2024-03-28 19:00:00,70548.07,70918.1,70496.81,70840.57,1876.29,BTC
9344,2024-03-28 20:00:00,70840.57,70908.6,70648.26,70713.64,866.93,BTC
9345,2024-03-28 21:00:00,70713.64,70932.97,70691.0,70819.84,739.44,BTC
9346,2024-03-28 22:00:00,70819.84,70908.01,70588.27,70869.63,1020.73,BTC
9347,2024-03-28 23:00:00,70869.63,71073.27,70702.71,70789.57,763.14,BTC
9348,2024-03-29 00:00:00,70789.57,70838.64,70627.65,70751.77,394.12,BTC
9349,2024-03-29 01:00:00,70751.77,70925.04,70672.49,70813.12,421.92,BTC
9350,2024-03-29 02:00:00,70813.12,70836.74,70613.89,70648.92,336.4,BTC
9351,2024-03-29 03:00:00,70648.92,70743.97,70319.52,70459.53,619.11,BTC
9352,2024-03-29 04:00:00,70459.53,70539.64,70307.68,70367.04,808.39,BTC
9353,2024-03-29 05:00:00,70367.04,70458.13,70202.51,70202.51,396.11,BTC
9354,2024-03-29 06:00:00,70202.51,70486.49,70058.15,70445.63,675.92,BTC
9355,2024-03-29 07:00:00,70445.63,70494.86,69778.84,69800.36,853.05,BTC
9356,2024-03-29 08:00:00,69800.36,70084.66,69717.49,69953.8,1136.53,BTC
9357,2024-03-29 09:00:00,69953.8,70051.98,69593.67,69747.9,513.67,BTC
9358,2024-03-29 10:00:00,69747.9,70136.1,69596.18,70122.44,556.46,BTC
9359,2024-03-29 11:00:00,70122.44,70332.39,70066.53,70164.28,549.69,BTC
9360,2024-03-29 12:00:00,70164.28,70305.99,69872.27,70148.74,639.29,BTC
9361,2024-03-29 13:00:00,70148.74,70633.96,70064.91,70445.59,867.86,BTC
9362,2024-03-29 14:00:00,70445.59,70514.17,70068.1,70092.95,942.01,BTC
9363,2024-03-29 15:00:00,70092.95,70150.02,69059.03,69183.95,2797.61,BTC
9364,2024-03-29 16:00:00,69183.95,69573.73,69112.63,69193.48,1330.17,BTC
9365,2024-03-29 17:00:00,69193.48,69484.18,69125.22,69442.35,659.13,BTC
9366,2024-03-29 18:00:00,69442.35,69625.43,69366.76,69527.81,414.15,BTC
9367,2024-03-29 19:00:00,69527.81,69691.45,69403.51,69690.23,356.76,BTC
9368,2024-03-29 20:00:00,69690.23,69729.29,69579.11,69651.51,470.88,BTC
9369,2024-03-29 21:00:00,69651.51,69661.11,69353.9,69471.82,345.08,BTC
9370,2024-03-29 22:00:00,69471.82,69865.63,69470.29,69841.94,700.66,BTC
9371,2024-03-29 23:00:00,69841.94,69959.72,69791.37,69903.72,597.92,BTC
9372,2024-03-30 00:00:00,69903.72,69993.05,69792.02,69986.6,431.18,BTC
9373,2024-03-30 01:00:00,69986.6,70201.6,69876.29,70033.34,436.13,BTC
9374,2024-03-30 02:00:00,70033.34,70059.93,69899.56,69987.1,263.73,BTC
9375,2024-03-30 03:00:00,69987.1,70082.48,69811.04,69832.34,333.71,BTC
9376,2024-03-30 04:00:00,69832.34,70135.09,69806.55,70112.13,277.85,BTC
9377,2024-03-30 05:00:00,70112.13,70356.07,69939.34,70054.41,561.87,BTC
9378,2024-03-30 06:00:00,70054.41,70134.13,69928.94,70009.96,326.73,BTC
9379,2024-03-30 07:00:00,70009.96,70070.37,69898.43,69898.43,190.26,BTC
9380,2024-03-30 08:00:00,69898.43,70043.53,69854.3,69998.62,198.98,BTC
9381,2024-03-30 09:00:00,69998.62,70176.22,69949.98,70054.13,261.22,BTC
9382,2024-03-30 10:00:00,70054.13,70137.59,69983.75,70064.11,150.33,BTC
9383,2024-03-30 11:00:00,70064.11,70231.15,70063.92,70227.0,273.38,BTC
9384,2024-03-30 12:00:00,70227.0,70261.99,70143.82,70261.99,212.73,BTC
9385,2024-03-30 13:00:00,70261.99,70308.48,70129.82,70196.35,251.18,BTC
9386,2024-03-30 14:00:00,70196.35,70221.47,70040.71,70091.78,223.66,BTC
9387,2024-03-30 15:00:00,70091.78,70192.61,69984.53,70054.87,289.95,BTC
9388,2024-03-30 16:00:00,70054.87,70323.24,69955.04,70227.42,425.13,BTC
9389,2024-03-30 17:00:00,70227.42,70227.79,70051.05,70095.85,267.39,BTC
9390,2024-03-30 18:00:00,70095.85,70096.61,69931.25,70001.01,258.42,BTC
9391,2024-03-30 19:00:00,70001.01,70001.01,69745.52,69939.39,351.14,BTC
9392,2024-03-30 20:00:00,69939.39,69949.23,69830.49,69862.01,246.8,BTC
9393,2024-03-30 21:00:00,69862.01,69892.29,69686.28,69758.46,303.31,BTC
9394,2024-03-30 22:00:00,69758.46,69861.29,69686.45,69748.55,401.86,BTC
9395,2024-03-30 23:00:00,69748.55,69802.27,69586.01,69629.99,434.18,BTC
9396,2024-03-31 00:00:00,69629.99,69972.31,69601.39,69892.21,398.33,BTC
9397,2024-03-31 01:00:00,69892.21,70097.17,69858.85,70054.61,421.4,BTC
9398,2024-03-31 02:00:00,70054.61,70156.39,69937.4,69988.29,516.56,BTC
9399,2024-03-31 03:00:00,69988.29,70003.78,69792.94,69936.72,270.66,BTC
9400,2024-03-31 04:00:00,69936.72,70132.75,69891.19,70120.06,301.16,BTC
9401,2024-03-31 05:00:00,70120.06,70464.42,70076.26,70367.02,427.48,BTC
9402,2024-03-31 06:00:00,70367.02,70413.44,70200.52,70242.8,269.32,BTC
9403,2024-03-31 07:00:00,70242.8,70349.38,70189.41,70309.11,251.43,BTC
9404,2024-03-31 08:00:00,70309.11,70466.63,70258.7,70284.01,352.97,BTC
9405,2024-03-31 09:00:00,70284.01,70335.27,70178.09,70248.78,223.98,BTC
9406,2024-03-31 10:00:00,70248.78,70329.95,70230.01,70281.07,168.18,BTC
9407,2024-03-31 11:00:00,70281.07,70449.7,70281.01,70390.71,301.08,BTC
9408,2024-03-31 12:00:00,70390.71,70613.62,70383.81,70527.61,380.81,BTC
9409,2024-03-31 13:00:00,70527.61,70752.69,70521.45,70620.47,622.25,BTC
9410,2024-03-31 14:00:00,70620.47,70695.13,70483.72,70559.03,351.15,BTC
9411,2024-03-31 15:00:00,70559.03,70562.28,70324.33,70406.08,307.78,BTC
9412,2024-03-31 16:00:00,70406.08,70687.15,70350.14,70488.34,574.02,BTC
9413,2024-03-31 17:00:00,70488.34,70569.53,70464.05,70525.4,406.98,BTC
9414,2024-03-31 18:00:00,70525.4,71230.97,70460.12,70885.77,1159.72,BTC
9415,2024-03-31 19:00:00,70885.77,71143.23,70683.76,71038.46,592.48,BTC
9416,2024-03-31 20:00:00,71038.46,71132.32,70771.57,70861.88,436.17,BTC
9417,2024-03-31 21:00:00,70861.88,70958.77,70661.09,70875.11,481.9,BTC
